-4.20329e-01, 4.46716e-04
-4.20328e-01, 5.25931e-04
-4.20327e-01, 6.15289e-04
-4.20326e-01, 7.14001e-04
-4.20325e-01, 8.21114e-04
-4.20324e-01, 9.35514e-04
-4.20323e-01, 1.05594e-03
-4.20322e-01, 1.18100e-03
-4.20321e-01, 1.30919e-03
-4.20320e-01, 1.43891e-03
-4.20319e-01, 1.56847e-03
-4.20318e-01, 1.69614e-03
-4.20317e-01, 1.82017e-03
-4.20316e-01, 1.93879e-03
-4.20315e-01, 2.05027e-03
-4.20314e-01, 2.15294e-03
-4.20313e-01, 2.24518e-03
-4.20312e-01, 2.32551e-03
-4.20311e-01, 2.39257e-03
-4.20310e-01, 2.44516e-03
-4.20309e-01, 2.48228e-03
-4.20308e-01, 2.50313e-03
-4.20307e-01, 2.50713e-03
-4.20306e-01, 2.49396e-03
-4.20305e-01, 2.46357e-03
-4.20304e-01, 2.41616e-03
-4.20303e-01, 2.35225e-03
-4.20302e-01, 2.27261e-03
-4.20301e-01, 2.17831e-03
-4.20300e-01, 2.07073e-03
-4.20299e-01, 1.95150e-03
-4.20298e-01, 1.82252e-03
-4.20297e-01, 1.68594e-03
-4.20296e-01, 1.54415e-03
-4.20295e-01, 1.39974e-03
-4.20294e-01, 1.25547e-03
-4.20293e-01, 1.11423e-03
-4.20292e-01, 9.79051e-04
-4.20291e-01, 8.53010e-04
-4.20290e-01, 7.39218e-04
-4.20289e-01, 6.40770e-04
-4.20288e-01, 5.60702e-04
-4.20287e-01, 5.01941e-04
-4.20286e-01, 4.67262e-04
-4.20285e-01, 4.59240e-04
-4.20284e-01, 4.80205e-04
-4.20283e-01, 5.32194e-04
-4.20282e-01, 6.16912e-04
-4.20281e-01, 7.35693e-04
-4.20280e-01, 8.89458e-04
-4.20279e-01, 1.07869e-03
-4.20278e-01, 1.30339e-03
-4.20277e-01, 1.56308e-03
-4.20276e-01, 1.85677e-03
-4.20275e-01, 2.18294e-03
-4.20274e-01, 2.53954e-03
-4.20273e-01, 2.92402e-03
-4.20272e-01, 3.33327e-03
-4.20271e-01, 3.76374e-03
-4.20270e-01, 4.21135e-03
-4.20269e-01, 4.67163e-03
-4.20268e-01, 5.13967e-03
-4.20267e-01, 5.61022e-03
-4.20266e-01, 6.07775e-03
-4.20265e-01, 6.53648e-03
-4.20264e-01, 6.98045e-03
-4.20263e-01, 7.40363e-03
-4.20262e-01, 7.79997e-03
-4.20261e-01, 8.16350e-03
-4.20260e-01, 8.48842e-03
-4.20259e-01, 8.76917e-03
-4.20258e-01, 9.00056e-03
-4.20257e-01, 9.17788e-03
-4.20256e-01, 9.29693e-03
-4.20255e-01, 9.35420e-03
-4.20254e-01, 9.34691e-03
